auction_id,round,bidder,frn,bidding_credit_pct,bidding_credit_type,eligibility,activity_upper_limit,required_activity,activity,req_commitment,req_commitment_discount_capped,req_net_commitment,req_commitment_discount_uncapped,req_commitment_discount_uncapped_small,processed_activity,commitment,commitment_discount_capped,net_commitment,commitment_discount_uncapped,commitment_discount_uncapped_small,next_round_eligibility,next_round_activity_upper_limit,next_round_required_activity
107,88,"Agri-Valley Communications, Inc.",0003778362,15,Rural,1540,1848,1540,1540,5408000,811200,4596800,811200,,1540,4915460,737319,4178141,737319,,1540,1848,1540
107,88,Bluegrass Consortium,0025234709,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"C&C Wireless Holding Company, LLC",0029965068,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,88,C494C17Y Co.,0030007462,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,88,"Cal.net, Inc.",0020855656,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"California Internet, L.P. dba GeoLinks",0023707953,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"Canopy Spectrum, LLC",0029963048,25,Small Business,143870,172644,143870,5800,2627000,656750,1970250,656750,656750,143870,198079840,25000000,173079840,49519960,23584829,143870,172644,143870
107,88,"Carolina West Wireless, Inc.",0001940022,15,Rural,4770,5724,4770,2600,12252000,1837800,10414200,1837800,,4770,18565480,2784822,15780658,2784822,,4770,5724,4770
107,88,Cellco Partnership,0003290673,0,,48835390,58602468,48835390,44439110,45898326000,,,,,48832610,45261834403,,,,,48832610,58599132,48832610
107,88,"Cellular South Licenses, LLC",0020434767,0,,20280,24336,20280,20280,54840000,,,,,20280,49850284,,,,,20280,24336,20280
107,88,"Central Texas Telephone Investments, LP",0001649508,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"Cox Communications , Inc.",0001834696,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,88,"Cross Telephone Company, L.L.C.",0001700616,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"East Kentucky Network, LLC",0001786607,15,Rural,3700,4440,3700,0,0,0,0,0,,3700,8675753,1301363,7374390,1301363,,3700,4440,3700
107,88,Etheric Networks Incorporated,0013358395,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"FTC Management Group, Inc.",0004600268,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"Grand River Communications, Inc.",0003737392,15,Rural,220,264,220,220,1750000,262500,1487500,262500,,220,1590200,238530,1351670,238530,,220,264,220
107,88,Granite Wireless LLC,0030007280,0,,60,72,60,0,0,,,,,60,170510,,,,,60,72,60
107,88,"Hilliary Acquisition Corp 2016, LLC",0025853409,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2550,3060,2550,2550,8404000,1260600,7143400,1260600,,2550,7638336,1145750,6492586,1145750,,2550,3060,2550
107,88,"InfoWest, Inc",0016096398,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"LICT Wireless Broadband Company, LLC",0025243858,0,,1280,1536,1280,1220,3884000,,,,,1280,4267485,,,,,1280,1536,1280
107,88,"Leap Communications, LLC",0025644741,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,Little Bear Wireless L.L.C.,0029996568,0,,640,768,640,640,2762000,,,,,640,2510020,,,,,640,768,640
107,88,MB License Co LLC,0029998416,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,88,Mark Twain Communications Company,0002531879,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,Mountain West Technologies Corporation,0015643182,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"NE Colorado Cellular, Inc.",0001607225,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"NewLevel II, L.P.",0029984747,0,,1652500,1983000,1652500,1652500,1404547000,,,,,1652500,1276857139,,,,,1652500,1983000,1652500
107,88,"Nex-Tech Wireless, L.L.C.",0012144150,15,Rural,2290,2748,2290,1740,10310000,1546500,8763500,1546500,,2290,12157510,1823627,10333883,1823627,,2290,2748,2290
107,88,"Northern Valley Communications, LLC",0004364022,15,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"Nsight Spectrum, LLC",0020519138,0,,2300,2760,2300,2300,5967000,,,,,2300,5424073,,,,,2300,2760,2300
107,88,"PVT Networks, Inc.",0001612555,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"Pine Cellular Phones, Inc.",0012882643,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"Pioneer Telephone Cooperative, Inc.",0001700863,15,Rural,1720,2064,1720,1720,26020000,3903000,22117000,3903000,,1720,23652000,3547800,20104200,3547800,,1720,2064,1720
107,88,"Poka Lambro Telecommunications, Ltd.",0004384525,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"Radius Broadband Holdings, LLC",0029376829,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"Resound Networks, LLC",0024535437,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"SAL Spectrum, LLC",0017163254,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,88,"Skylake Wireless, LLC",0030004162,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"Smith Bagley, Inc.",0002154706,15,Rural,1730,2076,1730,1220,5218000,782700,4435300,782700,,1730,6634910,995237,5639673,995237,,1730,2076,1730
107,88,Starwood Holdings LLC,0029546504,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,T-Mobile License LLC,0001565449,0,,11517100,13820520,11517100,11517100,10244081000,,,,,11517100,9312741566,,,,,11517100,13820520,11517100
107,88,"Tarkus Enterprises, LLC dba Zumacom",0025700758,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"Uintah Basin Electronic Telecommunications, LLC",0001601079,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,Union Telephone Company,0001630201,15,Rural,760,912,760,760,3436000,515400,2920600,515400,,760,3123600,468540,2655060,468540,,760,912,760
107,88,United States Cellular Corporation,0004372322,0,,445720,534864,445720,394120,1330284000,,,,,445720,1279971321,,,,,445720,534864,445720
107,88,Universal Electrical Contractors,0027844992,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,88,W.A.T.C.H. TV Company,0002930980,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,88,"Whitewater Wireless, L.P.",0030000269,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"Widespread Wireless, LLC",0029994001,25,Small Business,36800,44160,36800,36800,71076000,17769000,53307000,17769000,3243000,36800,64606668,16151667,48455001,16151667,2947384,36800,44160,36800
107,88,"Wisper ISP, LLC",0016278970,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,88,"Wu, Wanning",0029537594,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,88,"ZIRKEL Wireless, LLC",0012579652,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,8538 Green Street LLC,0028676666,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"AMA Communications, LLC",0013822721,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,AT&T Spectrum Frontiers LLC,0027840180,0,,25006380,30007656,25006380,24979330,25624655000,,,,,25006380,23371323516,,,,,25006380,30007656,25006380
107,87,"Agri-Valley Communications, Inc.",0003778362,15,Rural,1540,1848,1540,1540,5408000,811200,4596800,811200,,1540,4915460,737319,4178141,737319,,1540,1848,1540
107,87,Bluegrass Consortium,0025234709,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"C&C Wireless Holding Company, LLC",0029965068,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,87,C494C17Y Co.,0030007462,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,87,"Cal.net, Inc.",0020855656,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"California Internet, L.P. dba GeoLinks",0023707953,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"Canopy Spectrum, LLC",0029963048,25,Small Business,143870,172644,143870,5800,2374000,593500,1780500,593500,593500,143870,197826840,25000000,172826840,49456710,23521579,143870,172644,143870
107,87,"Carolina West Wireless, Inc.",0001940022,15,Rural,4770,5724,4770,2600,12252000,1837800,10414200,1837800,,4770,18565480,2784822,15780658,2784822,,4770,5724,4770
107,87,Cellco Partnership,0003290673,0,,48835390,58602468,48835390,44441890,45899388000,,,,,48835390,45268672403,,,,,48835390,58602468,48835390
107,87,"Cellular South Licenses, LLC",0020434767,0,,20280,24336,20280,20280,54840000,,,,,20280,49850284,,,,,20280,24336,20280
107,87,"Central Texas Telephone Investments, LP",0001649508,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"Cox Communications , Inc.",0001834696,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,87,"Cross Telephone Company, L.L.C.",0001700616,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"East Kentucky Network, LLC",0001786607,15,Rural,3700,4440,3700,0,0,0,0,0,,3700,8675753,1301363,7374390,1301363,,3700,4440,3700
107,87,Etheric Networks Incorporated,0013358395,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"FTC Management Group, Inc.",0004600268,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"Grand River Communications, Inc.",0003737392,15,Rural,220,264,220,220,1750000,262500,1487500,262500,,220,1590200,238530,1351670,238530,,220,264,220
107,87,Granite Wireless LLC,0030007280,0,,60,72,60,0,0,,,,,60,170510,,,,,60,72,60
107,87,"Hilliary Acquisition Corp 2016, LLC",0025853409,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2550,3060,2550,2550,8404000,1260600,7143400,1260600,,2550,7638336,1145750,6492586,1145750,,2550,3060,2550
107,87,"InfoWest, Inc",0016096398,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"LICT Wireless Broadband Company, LLC",0025243858,0,,1280,1536,1280,1220,3884000,,,,,1280,4267485,,,,,1280,1536,1280
107,87,"Leap Communications, LLC",0025644741,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,Little Bear Wireless L.L.C.,0029996568,0,,640,768,640,640,2762000,,,,,640,2510020,,,,,640,768,640
107,87,MB License Co LLC,0029998416,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,87,Mark Twain Communications Company,0002531879,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,Mountain West Technologies Corporation,0015643182,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"NE Colorado Cellular, Inc.",0001607225,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"NewLevel II, L.P.",0029984747,0,,1652500,1983000,1652500,1652500,1404547000,,,,,1652500,1276857139,,,,,1652500,1983000,1652500
107,87,"Nex-Tech Wireless, L.L.C.",0012144150,15,Rural,2290,2748,2290,1740,10310000,1546500,8763500,1546500,,2290,12157510,1823627,10333883,1823627,,2290,2748,2290
107,87,"Northern Valley Communications, LLC",0004364022,15,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"Nsight Spectrum, LLC",0020519138,0,,2300,2760,2300,2300,5967000,,,,,2300,5424073,,,,,2300,2760,2300
107,87,"PVT Networks, Inc.",0001612555,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"Pine Cellular Phones, Inc.",0012882643,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"Pioneer Telephone Cooperative, Inc.",0001700863,15,Rural,1720,2064,1720,1720,26020000,3903000,22117000,3903000,,1720,23652000,3547800,20104200,3547800,,1720,2064,1720
107,87,"Poka Lambro Telecommunications, Ltd.",0004384525,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"Radius Broadband Holdings, LLC",0029376829,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"Resound Networks, LLC",0024535437,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"SAL Spectrum, LLC",0017163254,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,87,"Skylake Wireless, LLC",0030004162,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"Smith Bagley, Inc.",0002154706,15,Rural,1730,2076,1730,1220,5218000,782700,4435300,782700,,1730,6634910,995237,5639673,995237,,1730,2076,1730
107,87,Starwood Holdings LLC,0029546504,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,T-Mobile License LLC,0001565449,0,,11517100,13820520,11517100,11517100,10244081000,,,,,11517100,9312741566,,,,,11517100,13820520,11517100
107,87,"Tarkus Enterprises, LLC dba Zumacom",0025700758,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"Uintah Basin Electronic Telecommunications, LLC",0001601079,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,Union Telephone Company,0001630201,15,Rural,760,912,760,760,3436000,515400,2920600,515400,,760,3123600,468540,2655060,468540,,760,912,760
107,87,United States Cellular Corporation,0004372322,0,,445820,534984,445820,394120,1328764000,,,,,445720,1279895321,,,,,445720,534864,445720
107,87,Universal Electrical Contractors,0027844992,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,87,W.A.T.C.H. TV Company,0002930980,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,87,"Whitewater Wireless, L.P.",0030000269,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"Widespread Wireless, LLC",0029994001,25,Small Business,36800,44160,36800,36800,71076000,17769000,53307000,17769000,3243000,36800,64606668,16151667,48455001,16151667,2947384,36800,44160,36800
107,87,"Wisper ISP, LLC",0016278970,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,87,"Wu, Wanning",0029537594,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,87,"ZIRKEL Wireless, LLC",0012579652,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,8538 Green Street LLC,0028676666,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"AMA Communications, LLC",0013822721,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,AT&T Spectrum Frontiers LLC,0027840180,0,,25006380,30007656,25006380,24979330,25623643000,,,,,25006380,23368420812,,,,,25006380,30007656,25006380
107,86,"Agri-Valley Communications, Inc.",0003778362,15,Rural,1540,1848,1540,1540,5408000,811200,4596800,811200,,1540,4915460,737319,4178141,737319,,1540,1848,1540
107,86,Bluegrass Consortium,0025234709,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"C&C Wireless Holding Company, LLC",0029965068,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,86,C494C17Y Co.,0030007462,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,86,"Cal.net, Inc.",0020855656,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"California Internet, L.P. dba GeoLinks",0023707953,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"Canopy Spectrum, LLC",0029963048,25,Small Business,143870,172644,143870,7600,4120000,1030000,3090000,1030000,1030000,143870,197598840,25000000,172598840,49399710,23464579,143870,172644,143870
107,86,"Carolina West Wireless, Inc.",0001940022,15,Rural,4770,5724,4770,2600,12252000,1837800,10414200,1837800,,4770,18565480,2784822,15780658,2784822,,4770,5724,4770
107,86,Cellco Partnership,0003290673,0,,48850260,58620312,48850260,44441890,45897359000,,,,,48835390,45262062319,,,,,48835390,58602468,48835390
107,86,"Cellular South Licenses, LLC",0020434767,0,,20280,24336,20280,20280,54840000,,,,,20280,49850284,,,,,20280,24336,20280
107,86,"Central Texas Telephone Investments, LP",0001649508,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"Cox Communications , Inc.",0001834696,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,86,"Cross Telephone Company, L.L.C.",0001700616,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"East Kentucky Network, LLC",0001786607,15,Rural,3700,4440,3700,0,0,0,0,0,,3700,8675753,1301363,7374390,1301363,,3700,4440,3700
107,86,Etheric Networks Incorporated,0013358395,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"FTC Management Group, Inc.",0004600268,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"Grand River Communications, Inc.",0003737392,15,Rural,220,264,220,220,1750000,262500,1487500,262500,,220,1590200,238530,1351670,238530,,220,264,220
107,86,Granite Wireless LLC,0030007280,0,,60,72,60,0,0,,,,,60,170510,,,,,60,72,60
107,86,"Hilliary Acquisition Corp 2016, LLC",0025853409,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2550,3060,2550,2550,8404000,1260600,7143400,1260600,,2550,7638336,1145750,6492586,1145750,,2550,3060,2550
107,86,"InfoWest, Inc",0016096398,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"LICT Wireless Broadband Company, LLC",0025243858,0,,1280,1536,1280,1220,3884000,,,,,1280,4267485,,,,,1280,1536,1280
107,86,"Leap Communications, LLC",0025644741,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,Little Bear Wireless L.L.C.,0029996568,0,,640,768,640,640,2762000,,,,,640,2510020,,,,,640,768,640
107,86,MB License Co LLC,0029998416,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,86,Mark Twain Communications Company,0002531879,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,Mountain West Technologies Corporation,0015643182,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"NE Colorado Cellular, Inc.",0001607225,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"NewLevel II, L.P.",0029984747,0,,1652500,1983000,1652500,1652500,1404547000,,,,,1652500,1276857139,,,,,1652500,1983000,1652500
107,86,"Nex-Tech Wireless, L.L.C.",0012144150,15,Rural,2290,2748,2290,1740,10310000,1546500,8763500,1546500,,2290,12157510,1823627,10333883,1823627,,2290,2748,2290
107,86,"Northern Valley Communications, LLC",0004364022,15,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"Nsight Spectrum, LLC",0020519138,0,,2300,2760,2300,2300,5967000,,,,,2300,5424073,,,,,2300,2760,2300
107,86,"PVT Networks, Inc.",0001612555,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"Pine Cellular Phones, Inc.",0012882643,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"Pioneer Telephone Cooperative, Inc.",0001700863,15,Rural,1720,2064,1720,1720,26020000,3903000,22117000,3903000,,1720,23652000,3547800,20104200,3547800,,1720,2064,1720
107,86,"Poka Lambro Telecommunications, Ltd.",0004384525,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"Radius Broadband Holdings, LLC",0029376829,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"Resound Networks, LLC",0024535437,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"SAL Spectrum, LLC",0017163254,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,86,"Skylake Wireless, LLC",0030004162,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"Smith Bagley, Inc.",0002154706,15,Rural,1730,2076,1730,1220,5218000,782700,4435300,782700,,1730,6634910,995237,5639673,995237,,1730,2076,1730
107,86,Starwood Holdings LLC,0029546504,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,T-Mobile License LLC,0001565449,0,,11517100,13820520,11517100,11517100,10244081000,,,,,11517100,9312741566,,,,,11517100,13820520,11517100
107,86,"Tarkus Enterprises, LLC dba Zumacom",0025700758,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"Uintah Basin Electronic Telecommunications, LLC",0001601079,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,Union Telephone Company,0001630201,15,Rural,760,912,760,760,3436000,515400,2920600,515400,,760,3123600,468540,2655060,468540,,760,912,760
107,86,United States Cellular Corporation,0004372322,0,,445820,534984,445820,394220,1321917000,,,,,445820,1272872645,,,,,445820,534984,445820
107,86,Universal Electrical Contractors,0027844992,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,86,W.A.T.C.H. TV Company,0002930980,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,86,"Whitewater Wireless, L.P.",0030000269,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"Widespread Wireless, LLC",0029994001,25,Small Business,36800,44160,36800,36800,71076000,17769000,53307000,17769000,3243000,36800,64606668,16151667,48455001,16151667,2947384,36800,44160,36800
107,86,"Wisper ISP, LLC",0016278970,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,86,"Wu, Wanning",0029537594,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,86,"ZIRKEL Wireless, LLC",0012579652,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,8538 Green Street LLC,0028676666,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,"AMA Communications, LLC",0013822721,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,AT&T Spectrum Frontiers LLC,0027840180,0,,25006380,30007656,25006380,24979330,25618263000,,,,,25006380,23367497140,,,,,25006380,30007656,25006380
107,85,"Agri-Valley Communications, Inc.",0003778362,15,Rural,1540,1848,1540,1540,5408000,811200,4596800,811200,,1540,4915460,737319,4178141,737319,,1540,1848,1540
107,85,Bluegrass Consortium,0025234709,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,"C&C Wireless Holding Company, LLC",0029965068,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,85,C494C17Y Co.,0030007462,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,85,"Cal.net, Inc.",0020855656,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,"California Internet, L.P. dba GeoLinks",0023707953,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,"Canopy Spectrum, LLC",0029963048,25,Small Business,143870,172644,143870,7600,3730000,932500,2797500,932500,932500,143870,197363268,25000000,172363268,49340817,23405686,143870,172644,143870
107,85,"Carolina West Wireless, Inc.",0001940022,15,Rural,4770,5724,4770,2600,12252000,1837800,10414200,1837800,,4770,18565480,2784822,15780658,2784822,,4770,5724,4770
107,85,Cellco Partnership,0003290673,0,,48850260,58620312,48850260,44456760,45929348000,,,,,48850260,45302405661,,,,,48850260,58620312,48850260
107,85,"Cellular South Licenses, LLC",0020434767,0,,20280,24336,20280,20280,54840000,,,,,20280,49850284,,,,,20280,24336,20280
107,85,"Central Texas Telephone Investments, LP",0001649508,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,"Cox Communications , Inc.",0001834696,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,85,"Cross Telephone Company, L.L.C.",0001700616,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,"East Kentucky Network, LLC",0001786607,15,Rural,3700,4440,3700,0,0,0,0,0,,3700,8675753,1301363,7374390,1301363,,3700,4440,3700
107,85,Etheric Networks Incorporated,0013358395,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,"FTC Management Group, Inc.",0004600268,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,"Grand River Communications, Inc.",0003737392,15,Rural,220,264,220,220,1750000,262500,1487500,262500,,220,1590200,238530,1351670,238530,,220,264,220
107,85,Granite Wireless LLC,0030007280,0,,60,72,60,0,0,,,,,60,170510,,,,,60,72,60
107,85,"Hilliary Acquisition Corp 2016, LLC",0025853409,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,"Horry Telephone Cooperative, Inc.",0001886944,15,Rural,2550,3060,2550,2550,8404000,1260600,7143400,1260600,,2550,7638336,1145750,6492586,1145750,,2550,3060,2550
107,85,"InfoWest, Inc",0016096398,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,"LICT Wireless Broadband Company, LLC",0025243858,0,,1280,1536,1280,1220,3884000,,,,,1280,4267485,,,,,1280,1536,1280
107,85,"Leap Communications, LLC",0025644741,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,Little Bear Wireless L.L.C.,0029996568,0,,640,768,640,640,2762000,,,,,640,2510020,,,,,640,768,640
107,85,MB License Co LLC,0029998416,0,,0,0,0,0,0,,,,,0,0,,,,,0,0,0
107,85,Mark Twain Communications Company,0002531879,25,Small Business,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,85,Mountain West Technologies Corporation,0015643182,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,"NE Colorado Cellular, Inc.",0001607225,15,Rural,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0
107,85,"NewLevel II, L.P.",0029984747,0,,1652500,1983000,1652500,1652500,1404547000,,,,,1652500,1276857139,,,,,1652500,1983000,1652500
107,85,"Nex-Tech Wireless, L.L.C.",0012144150,15,Rural,2290,2748,2290,1740,10310000,1546500,8763500,1546500,,2290,12157510,1823627,10333883,1823627,,2290,2748,2290
