auction_id,round,bidder,frn,gross_payment,discount,net_payment,discount_uncapped,discount_uncapped_small
107,25,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,25,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,25,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,25,Cellco Partnership,0003290673,45439503267,,,,
107,25,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,25,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,25,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,25,Granite Wireless LLC,0030007280,170510,,,,
107,25,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,25,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,25,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,25,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,25,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,25,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,25,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,25,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,25,T-Mobile License LLC,0001565449,9335788257,,,,
107,25,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,25,United States Cellular Corporation,0004372322,1280957494,,,,
107,25,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,24,AT&T Spectrum Frontiers LLC,0027840180,23406305146,,,,
107,24,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,24,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,24,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,24,Cellco Partnership,0003290673,45433348790,,,,
107,24,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,24,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,24,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,24,Granite Wireless LLC,0030007280,170510,,,,
107,24,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,24,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,24,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,24,"NewLevel II, L.P.",0029984747,1277395688,,,,
107,24,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,24,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,24,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,24,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,24,T-Mobile License LLC,0001565449,9335298753,,,,
107,24,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,24,United States Cellular Corporation,0004372322,1280253675,,,,
107,24,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,23,AT&T Spectrum Frontiers LLC,0027840180,23406188016,,,,
107,23,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,23,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,23,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,23,Cellco Partnership,0003290673,45431458224,,,,
107,23,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,23,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,23,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,23,Granite Wireless LLC,0030007280,170510,,,,
107,23,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,23,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,23,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,23,"NewLevel II, L.P.",0029984747,1277395678,,,,
107,23,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,23,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,23,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,23,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,23,T-Mobile License LLC,0001565449,9335057278,,,,
107,23,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,23,United States Cellular Corporation,0004372322,1280178465,,,,
107,23,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,22,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,22,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,22,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,22,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,22,Cellco Partnership,0003290673,45426100637,,,,
107,22,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,22,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,22,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,22,Granite Wireless LLC,0030007280,170510,,,,
107,22,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,22,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,22,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,22,"NewLevel II, L.P.",0029984747,1277395668,,,,
107,22,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,22,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,22,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,22,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,22,T-Mobile License LLC,0001565449,9334186188,,,,
107,22,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,22,United States Cellular Corporation,0004372322,1279971321,,,,
107,22,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,21,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,21,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,21,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,21,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,21,Cellco Partnership,0003290673,45421980032,,,,
107,21,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,21,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,21,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,21,Granite Wireless LLC,0030007280,170510,,,,
107,21,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,21,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,21,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,21,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,21,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,21,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,21,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,21,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,21,T-Mobile License LLC,0001565449,9333621072,,,,
107,21,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,21,United States Cellular Corporation,0004372322,1279971321,,,,
107,21,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,20,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,20,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,20,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,20,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,20,Cellco Partnership,0003290673,45408628138,,,,
107,20,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,20,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,20,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,20,Granite Wireless LLC,0030007280,170510,,,,
107,20,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,20,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,20,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,20,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,20,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,20,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,20,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,20,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,20,T-Mobile License LLC,0001565449,9332367506,,,,
107,20,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,20,United States Cellular Corporation,0004372322,1279971321,,,,
107,20,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,19,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,19,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,19,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,19,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,19,Cellco Partnership,0003290673,45404851888,,,,
107,19,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,19,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,19,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,19,Granite Wireless LLC,0030007280,170510,,,,
107,19,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,19,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,19,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,19,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,19,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,19,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,19,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,19,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,19,T-Mobile License LLC,0001565449,9331676106,,,,
107,19,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,19,United States Cellular Corporation,0004372322,1279971321,,,,
107,19,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,18,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,18,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,18,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,18,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,18,Cellco Partnership,0003290673,45400893576,,,,
107,18,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,18,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,18,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,18,Granite Wireless LLC,0030007280,170510,,,,
107,18,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,18,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,18,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,18,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,18,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,18,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,18,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,18,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,18,T-Mobile License LLC,0001565449,9331080498,,,,
107,18,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,18,United States Cellular Corporation,0004372322,1279971321,,,,
107,18,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,17,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,17,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,17,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,17,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,17,Cellco Partnership,0003290673,45392206002,,,,
107,17,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,17,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,17,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,17,Granite Wireless LLC,0030007280,170510,,,,
107,17,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,17,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,17,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,17,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,17,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,17,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,17,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,17,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,17,T-Mobile License LLC,0001565449,9330058602,,,,
107,17,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,17,United States Cellular Corporation,0004372322,1279971321,,,,
107,17,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,16,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,16,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,16,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,16,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,16,Cellco Partnership,0003290673,45387326628,,,,
107,16,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,16,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,16,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,16,Granite Wireless LLC,0030007280,170510,,,,
107,16,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,16,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,16,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,16,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,16,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,16,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,16,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,16,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,16,T-Mobile License LLC,0001565449,9329295986,,,,
107,16,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,16,United States Cellular Corporation,0004372322,1279971321,,,,
107,16,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,15,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,15,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,15,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,15,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,15,Cellco Partnership,0003290673,45382019062,,,,
107,15,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,15,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,15,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,15,Granite Wireless LLC,0030007280,170510,,,,
107,15,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,15,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,15,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,15,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,15,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,15,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,15,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,15,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,15,T-Mobile License LLC,0001565449,9327492362,,,,
107,15,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,15,United States Cellular Corporation,0004372322,1279971321,,,,
107,15,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,14,AT&T Spectrum Frontiers LLC,0027840180,23406144236,,,,
107,14,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,14,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,14,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,14,Cellco Partnership,0003290673,45374444078,,,,
107,14,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,14,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,14,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,14,Granite Wireless LLC,0030007280,170510,,,,
107,14,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,14,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,14,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,14,"NewLevel II, L.P.",0029984747,1277395658,,,,
107,14,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,14,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,14,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,14,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,14,T-Mobile License LLC,0001565449,9324793226,,,,
107,14,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,14,United States Cellular Corporation,0004372322,1279971321,,,,
107,14,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,13,AT&T Spectrum Frontiers LLC,0027840180,23405158056,,,,
107,13,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,13,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,13,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,13,Cellco Partnership,0003290673,45369292811,,,,
107,13,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,13,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,13,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,13,Granite Wireless LLC,0030007280,170510,,,,
107,13,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,13,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,13,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,13,"NewLevel II, L.P.",0029984747,1277334518,,,,
107,13,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,13,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,13,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,13,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,13,T-Mobile License LLC,0001565449,9324786172,,,,
107,13,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,13,United States Cellular Corporation,0004372322,1279971321,,,,
107,13,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,12,AT&T Spectrum Frontiers LLC,0027840180,23403942216,,,,
107,12,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,12,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,12,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,12,Cellco Partnership,0003290673,45362124735,,,,
107,12,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,12,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,12,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,12,Granite Wireless LLC,0030007280,170510,,,,
107,12,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,12,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,12,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,12,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,12,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,12,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,12,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,12,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,12,T-Mobile License LLC,0001565449,9324661427,,,,
107,12,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,12,United States Cellular Corporation,0004372322,1279971321,,,,
107,12,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,11,AT&T Spectrum Frontiers LLC,0027840180,23402762926,,,,
107,11,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,11,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,11,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,11,Cellco Partnership,0003290673,45355874829,,,,
107,11,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,11,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,11,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,11,Granite Wireless LLC,0030007280,170510,,,,
107,11,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,11,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,11,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,11,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,11,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,11,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,11,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,11,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,11,T-Mobile License LLC,0001565449,9324054933,,,,
107,11,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,11,United States Cellular Corporation,0004372322,1279971321,,,,
107,11,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,10,AT&T Spectrum Frontiers LLC,0027840180,23400880516,,,,
107,10,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,10,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,10,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,10,Cellco Partnership,0003290673,45347785053,,,,
107,10,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,10,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,10,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,10,Granite Wireless LLC,0030007280,170510,,,,
107,10,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,10,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,10,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,10,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,10,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,10,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,10,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,10,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,10,T-Mobile License LLC,0001565449,9323086839,,,,
107,10,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,10,United States Cellular Corporation,0004372322,1279971321,,,,
107,10,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,9,AT&T Spectrum Frontiers LLC,0027840180,23398735926,,,,
107,9,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,9,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,9,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,9,Cellco Partnership,0003290673,45339550823,,,,
107,9,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,9,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,9,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,9,Granite Wireless LLC,0030007280,170510,,,,
107,9,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,9,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,9,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,9,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,9,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,9,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,9,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,9,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,9,T-Mobile License LLC,0001565449,9321983909,,,,
107,9,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,9,United States Cellular Corporation,0004372322,1279971321,,,,
107,9,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,8,AT&T Spectrum Frontiers LLC,0027840180,23396101766,,,,
107,8,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,8,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
107,8,"Carolina West Wireless, Inc.",0001940022,18565480,2784822,15780658,2784822,
107,8,Cellco Partnership,0003290673,45330689325,,,,
107,8,"Cellular South Licenses, LLC",0020434767,49850284,,,,
107,8,"East Kentucky Network, LLC",0001786607,8675753,1301363,7374390,1301363,
107,8,"Grand River Communications, Inc.",0003737392,1590200,238530,1351670,238530,
107,8,Granite Wireless LLC,0030007280,170510,,,,
107,8,"Horry Telephone Cooperative, Inc.",0001886944,7638336,1145750,6492586,1145750,
107,8,"LICT Wireless Broadband Company, LLC",0025243858,4267485,,,,
107,8,Little Bear Wireless L.L.C.,0029996568,2510020,,,,
107,8,"NewLevel II, L.P.",0029984747,1277291098,,,,
107,8,"Nex-Tech Wireless, L.L.C.",0012144150,12157510,1823627,10333883,1823627,
107,8,"Nsight Spectrum, LLC",0020519138,5424073,,,,
107,8,"Pioneer Telephone Cooperative, Inc.",0001700863,23652000,3547800,20104200,3547800,
107,8,"Smith Bagley, Inc.",0002154706,6634910,995237,5639673,995237,
107,8,T-Mobile License LLC,0001565449,9320629197,,,,
107,8,Union Telephone Company,0001630201,3123600,468540,2655060,468540,
107,8,United States Cellular Corporation,0004372322,1279971321,,,,
107,8,"Widespread Wireless, LLC",0029994001,64606668,16151667,48455001,16151667,2947384
107,7,AT&T Spectrum Frontiers LLC,0027840180,23393286356,,,,
107,7,"Agri-Valley Communications, Inc.",0003778362,4915460,737319,4178141,737319,
107,7,"Canopy Spectrum, LLC",0029963048,197021760,25000000,172021760,49255440,23320309
